,index,filename,topic,department,province
14063,17023,市科技局行政许可事项实施清单_13831302794899873727.csv,行政,科技部门,江苏
14064,17024,市科技局规范性文件信息_0.csv,行政,科技部门,山东
14065,17025,市科技局部门文件发文记录_0.csv,行政,科技部门,山东
14066,17026,市科技局部门预决算信息文档信息_0.csv,财政收支,科技部门,山东
14069,17029,市科教城党工委、管委会2019预决算公开表.csv,财政收支,科技部门,江苏
14070,17030,市税务局双随机抽查检查结果信息_0.csv,行政,税务部门,山东
14159,17119,建筑企业注册人员良好行为信息.csv,建筑业,住房城乡建设部门,浙江
14161,17121,建筑劳务工资保证金收缴_0.xls,工资薪酬,住房城乡建设部门,山东
14163,17123,建筑劳务工资保证金返还_0.xls,工资薪酬,住房城乡建设部门,山东
14169,17129,建筑工地基础信息_1.csv,建筑业,住房城乡建设部门,浙江
14170,17130,建筑工地基础信息_10.csv,建筑业,住房城乡建设部门,浙江
14171,17131,建筑工地基础信息_11.csv,建筑业,住房城乡建设部门,浙江
14172,17132,建筑工地基础信息_12.csv,建筑业,住房城乡建设部门,浙江
14173,17133,建筑工地基础信息_13.csv,建筑业,住房城乡建设部门,浙江
14174,17134,建筑工地基础信息_14.csv,建筑业,住房城乡建设部门,浙江
14175,17135,建筑工地基础信息_15.csv,建筑业,住房城乡建设部门,浙江
14176,17136,建筑工地基础信息_16.csv,建筑业,住房城乡建设部门,浙江
14177,17137,建筑工地基础信息_17.csv,建筑业,住房城乡建设部门,浙江
14178,17138,建筑工地基础信息_2.csv,建筑业,住房城乡建设部门,浙江
14179,17139,建筑工地基础信息_3.csv,建筑业,住房城乡建设部门,浙江
14180,17140,建筑工地基础信息_4.csv,建筑业,住房城乡建设部门,浙江
14181,17141,建筑工地基础信息_5.csv,建筑业,住房城乡建设部门,浙江
14182,17142,建筑工地基础信息_6.csv,建筑业,住房城乡建设部门,浙江
14183,17143,建筑工地基础信息_7.csv,建筑业,住房城乡建设部门,浙江
14184,17144,建筑工地基础信息_9.csv,建筑业,住房城乡建设部门,浙江
14188,17148,建筑工程、市政工程安全措施备案_0.xls,公共安全,住房城乡建设部门,山东
14189,17149,建筑工程、市政工程质量监督备案_0.xls,建筑业,住房城乡建设部门,山东
14191,17151,建筑工程安全措施备案_0.xls,公共安全,住房城乡建设部门,山东
14196,17160,建筑工程施工许可_0.xls,建筑业,住房城乡建设部门,山东
14203,17168,建筑工程施工许可证核发_(开放)_0.xls,建筑业,住房城乡建设部门,山东
14206,17172,建筑工程施工许可证核发信息_1568877100208402.xls,建筑业,住房城乡建设部门,广东
14207,17173,建筑工程施工许可证核发信息_1578902765546.xls,建筑业,住房城乡建设部门,广东
14210,17176,建筑工程施工许可证核发（建筑工程施工许可证核发）_0.xls,建筑业,住房城乡建设部门,山东
14211,17180,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息.xls,城市供给,城市管理行政执法及审批部门,广东
14212,17181,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_1.xls,城市供给,城市管理行政执法及审批部门,广东
14213,17182,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_10.xls,城市供给,城市管理行政执法及审批部门,广东
14214,17183,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_11.xls,城市供给,城市管理行政执法及审批部门,广东
14215,17184,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_12.xls,城市供给,城市管理行政执法及审批部门,广东
14216,17185,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_13.xls,城市供给,城市管理行政执法及审批部门,广东
14217,17186,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_14.xls,城市供给,城市管理行政执法及审批部门,广东
14218,17187,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_15.xls,城市供给,城市管理行政执法及审批部门,广东
14219,17188,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_16.xls,城市供给,城市管理行政执法及审批部门,广东
14220,17189,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_17.xls,城市供给,城市管理行政执法及审批部门,广东
14221,17190,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_18.xls,城市供给,城市管理行政执法及审批部门,广东
14222,17191,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_19.xls,城市供给,城市管理行政执法及审批部门,广东
14223,17192,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_2.xls,城市供给,城市管理行政执法及审批部门,广东
14224,17193,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_20.xls,城市供给,城市管理行政执法及审批部门,广东
14225,17194,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_21.xls,城市供给,城市管理行政执法及审批部门,广东
14226,17195,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_22.xls,城市供给,城市管理行政执法及审批部门,广东
14227,17196,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_23.xls,城市供给,城市管理行政执法及审批部门,广东
14228,17197,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_24.xls,城市供给,城市管理行政执法及审批部门,广东
14229,17198,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_25.xls,城市供给,城市管理行政执法及审批部门,广东
14230,17199,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_26.xls,城市供给,城市管理行政执法及审批部门,广东
14231,17200,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_27.xls,城市供给,城市管理行政执法及审批部门,广东
14232,17201,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_28.xls,城市供给,城市管理行政执法及审批部门,广东
14233,17202,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_29.xls,城市供给,城市管理行政执法及审批部门,广东
14234,17203,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_3.xls,城市供给,城市管理行政执法及审批部门,广东
14235,17204,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_30.xls,城市供给,城市管理行政执法及审批部门,广东
14236,17205,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_31.xls,城市供给,城市管理行政执法及审批部门,广东
14237,17206,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_32.xls,城市供给,城市管理行政执法及审批部门,广东
14238,17207,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_33.xls,城市供给,城市管理行政执法及审批部门,广东
14239,17208,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_34.xls,城市供给,城市管理行政执法及审批部门,广东
14240,17209,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_35.xls,城市供给,城市管理行政执法及审批部门,广东
14241,17210,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_36.xls,城市供给,城市管理行政执法及审批部门,广东
14242,17211,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_37.xls,城市供给,城市管理行政执法及审批部门,广东
14243,17212,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_38.xls,城市供给,城市管理行政执法及审批部门,广东
14244,17213,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_39.xls,城市供给,城市管理行政执法及审批部门,广东
14245,17214,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_4.xls,城市供给,城市管理行政执法及审批部门,广东
14246,17215,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_40.xls,城市供给,城市管理行政执法及审批部门,广东
14247,17216,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_41.xls,城市供给,城市管理行政执法及审批部门,广东
14248,17217,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_42.xls,城市供给,城市管理行政执法及审批部门,广东
14249,17218,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_43.xls,城市供给,城市管理行政执法及审批部门,广东
14250,17219,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_44.xls,城市供给,城市管理行政执法及审批部门,广东
14251,17220,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_45.xls,城市供给,城市管理行政执法及审批部门,广东
14252,17221,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_46.xls,城市供给,城市管理行政执法及审批部门,广东
14253,17222,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_47.xls,城市供给,城市管理行政执法及审批部门,广东
14254,17223,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_48.xls,城市供给,城市管理行政执法及审批部门,广东
14255,17224,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_49.xls,城市供给,城市管理行政执法及审批部门,广东
14256,17225,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_5.xls,城市供给,城市管理行政执法及审批部门,广东
14257,17226,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_50.xls,城市供给,城市管理行政执法及审批部门,广东
14258,17227,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_51.xls,城市供给,城市管理行政执法及审批部门,广东
14259,17228,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_52.xls,城市供给,城市管理行政执法及审批部门,广东
14260,17229,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_53.xls,城市供给,城市管理行政执法及审批部门,广东
14261,17230,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_54.xls,城市供给,城市管理行政执法及审批部门,广东
14262,17231,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_55.xls,城市供给,城市管理行政执法及审批部门,广东
14263,17232,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_56.xls,城市供给,城市管理行政执法及审批部门,广东
14264,17233,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_57.xls,城市供给,城市管理行政执法及审批部门,广东
14265,17234,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_58.xls,城市供给,城市管理行政执法及审批部门,广东
14266,17235,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_59.xls,城市供给,城市管理行政执法及审批部门,广东
14267,17236,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_6.xls,城市供给,城市管理行政执法及审批部门,广东
14268,17237,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_60.xls,城市供给,城市管理行政执法及审批部门,广东
14269,17238,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_61.xls,城市供给,城市管理行政执法及审批部门,广东
14270,17239,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_62.xls,城市供给,城市管理行政执法及审批部门,广东
14271,17240,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_63.xls,城市供给,城市管理行政执法及审批部门,广东
14272,17241,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_64.xls,城市供给,城市管理行政执法及审批部门,广东
14273,17242,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_65.xls,城市供给,城市管理行政执法及审批部门,广东
14274,17243,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_66.xls,城市供给,城市管理行政执法及审批部门,广东
14275,17244,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_67.xls,城市供给,城市管理行政执法及审批部门,广东
14276,17245,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_68.xls,城市供给,城市管理行政执法及审批部门,广东
14277,17246,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_69.xls,城市供给,城市管理行政执法及审批部门,广东
14278,17247,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_7.xls,城市供给,城市管理行政执法及审批部门,广东
14279,17248,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_70.xls,城市供给,城市管理行政执法及审批部门,广东
14280,17249,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_8.xls,城市供给,城市管理行政执法及审批部门,广东
14281,17250,建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_9.xls,城市供给,城市管理行政执法及审批部门,广东
14282,17251,建筑工程施工许可证（燃气类、供热类）核发信息.xls,城市供给,城市管理行政执法及审批部门,广东
14283,17252,建筑工程施工许可证（燃气类、供热类）核发信息_1.xls,城市供给,城市管理行政执法及审批部门,广东
14284,17253,建筑工程施工许可证（燃气类、供热类）核发信息_10.xls,城市供给,城市管理行政执法及审批部门,广东
14285,17254,建筑工程施工许可证（燃气类、供热类）核发信息_11.xls,城市供给,城市管理行政执法及审批部门,广东
14286,17255,建筑工程施工许可证（燃气类、供热类）核发信息_12.xls,城市供给,城市管理行政执法及审批部门,广东
14287,17256,建筑工程施工许可证（燃气类、供热类）核发信息_13.xls,城市供给,城市管理行政执法及审批部门,广东
14288,17257,建筑工程施工许可证（燃气类、供热类）核发信息_14.xls,城市供给,城市管理行政执法及审批部门,广东
14289,17258,建筑工程施工许可证（燃气类、供热类）核发信息_15.xls,城市供给,城市管理行政执法及审批部门,广东
14290,17259,建筑工程施工许可证（燃气类、供热类）核发信息_16.xls,城市供给,城市管理行政执法及审批部门,广东
14291,17260,建筑工程施工许可证（燃气类、供热类）核发信息_17.xls,城市供给,城市管理行政执法及审批部门,广东
14292,17261,建筑工程施工许可证（燃气类、供热类）核发信息_18.xls,城市供给,城市管理行政执法及审批部门,广东
14293,17262,建筑工程施工许可证（燃气类、供热类）核发信息_19.xls,城市供给,城市管理行政执法及审批部门,广东
14294,17263,建筑工程施工许可证（燃气类、供热类）核发信息_2.xls,城市供给,城市管理行政执法及审批部门,广东
14295,17264,建筑工程施工许可证（燃气类、供热类）核发信息_20.xls,城市供给,城市管理行政执法及审批部门,广东
14296,17265,建筑工程施工许可证（燃气类、供热类）核发信息_21.xls,城市供给,城市管理行政执法及审批部门,广东
14297,17266,建筑工程施工许可证（燃气类、供热类）核发信息_22.xls,城市供给,城市管理行政执法及审批部门,广东
14298,17267,建筑工程施工许可证（燃气类、供热类）核发信息_23.xls,城市供给,城市管理行政执法及审批部门,广东
14299,17268,建筑工程施工许可证（燃气类、供热类）核发信息_24.xls,城市供给,城市管理行政执法及审批部门,广东
14300,17269,建筑工程施工许可证（燃气类、供热类）核发信息_25.xls,城市供给,城市管理行政执法及审批部门,广东
14301,17270,建筑工程施工许可证（燃气类、供热类）核发信息_26.xls,城市供给,城市管理行政执法及审批部门,广东
14302,17271,建筑工程施工许可证（燃气类、供热类）核发信息_27.xls,城市供给,城市管理行政执法及审批部门,广东
14303,17272,建筑工程施工许可证（燃气类、供热类）核发信息_28.xls,城市供给,城市管理行政执法及审批部门,广东
14304,17273,建筑工程施工许可证（燃气类、供热类）核发信息_29.xls,城市供给,城市管理行政执法及审批部门,广东
14305,17274,建筑工程施工许可证（燃气类、供热类）核发信息_3.xls,城市供给,城市管理行政执法及审批部门,广东
14306,17275,建筑工程施工许可证（燃气类、供热类）核发信息_30.xls,城市供给,城市管理行政执法及审批部门,广东
14307,17276,建筑工程施工许可证（燃气类、供热类）核发信息_31.xls,城市供给,城市管理行政执法及审批部门,广东
14308,17277,建筑工程施工许可证（燃气类、供热类）核发信息_32.xls,城市供给,城市管理行政执法及审批部门,广东
14309,17278,建筑工程施工许可证（燃气类、供热类）核发信息_33.xls,城市供给,城市管理行政执法及审批部门,广东
14310,17279,建筑工程施工许可证（燃气类、供热类）核发信息_34.xls,城市供给,城市管理行政执法及审批部门,广东
14311,17280,建筑工程施工许可证（燃气类、供热类）核发信息_35.xls,城市供给,城市管理行政执法及审批部门,广东
14312,17281,建筑工程施工许可证（燃气类、供热类）核发信息_36.xls,城市供给,城市管理行政执法及审批部门,广东
14313,17282,建筑工程施工许可证（燃气类、供热类）核发信息_37.xls,城市供给,城市管理行政执法及审批部门,广东
14314,17283,建筑工程施工许可证（燃气类、供热类）核发信息_38.xls,城市供给,城市管理行政执法及审批部门,广东
14315,17284,建筑工程施工许可证（燃气类、供热类）核发信息_39.xls,城市供给,城市管理行政执法及审批部门,广东
14316,17285,建筑工程施工许可证（燃气类、供热类）核发信息_4.xls,城市供给,城市管理行政执法及审批部门,广东
14317,17286,建筑工程施工许可证（燃气类、供热类）核发信息_40.xls,城市供给,城市管理行政执法及审批部门,广东
14318,17287,建筑工程施工许可证（燃气类、供热类）核发信息_41.xls,城市供给,城市管理行政执法及审批部门,广东
14319,17288,建筑工程施工许可证（燃气类、供热类）核发信息_42.xls,城市供给,城市管理行政执法及审批部门,广东
14320,17289,建筑工程施工许可证（燃气类、供热类）核发信息_43.xls,城市供给,城市管理行政执法及审批部门,广东
14321,17290,建筑工程施工许可证（燃气类、供热类）核发信息_44.xls,城市供给,城市管理行政执法及审批部门,广东
14322,17291,建筑工程施工许可证（燃气类、供热类）核发信息_45.xls,城市供给,城市管理行政执法及审批部门,广东
14323,17292,建筑工程施工许可证（燃气类、供热类）核发信息_46.xls,城市供给,城市管理行政执法及审批部门,广东
14324,17293,建筑工程施工许可证（燃气类、供热类）核发信息_47.xls,城市供给,城市管理行政执法及审批部门,广东
14325,17294,建筑工程施工许可证（燃气类、供热类）核发信息_48.xls,城市供给,城市管理行政执法及审批部门,广东
14326,17295,建筑工程施工许可证（燃气类、供热类）核发信息_49.xls,城市供给,城市管理行政执法及审批部门,广东
14327,17296,建筑工程施工许可证（燃气类、供热类）核发信息_5.xls,城市供给,城市管理行政执法及审批部门,广东
14328,17297,建筑工程施工许可证（燃气类、供热类）核发信息_50.xls,城市供给,城市管理行政执法及审批部门,广东
14329,17298,建筑工程施工许可证（燃气类、供热类）核发信息_51.xls,城市供给,城市管理行政执法及审批部门,广东
14330,17299,建筑工程施工许可证（燃气类、供热类）核发信息_52.xls,城市供给,城市管理行政执法及审批部门,广东
14331,17300,建筑工程施工许可证（燃气类、供热类）核发信息_53.xls,城市供给,城市管理行政执法及审批部门,广东
14332,17301,建筑工程施工许可证（燃气类、供热类）核发信息_54.xls,城市供给,城市管理行政执法及审批部门,广东
14333,17302,建筑工程施工许可证（燃气类、供热类）核发信息_55.xls,城市供给,城市管理行政执法及审批部门,广东
14334,17303,建筑工程施工许可证（燃气类、供热类）核发信息_56.xls,城市供给,城市管理行政执法及审批部门,广东
14335,17304,建筑工程施工许可证（燃气类、供热类）核发信息_6.xls,城市供给,城市管理行政执法及审批部门,广东
14336,17305,建筑工程施工许可证（燃气类、供热类）核发信息_7.xls,城市供给,城市管理行政执法及审批部门,广东
14337,17306,建筑工程施工许可证（燃气类、供热类）核发信息_8.xls,城市供给,城市管理行政执法及审批部门,广东
14338,17307,建筑工程施工许可证（燃气类、供热类）核发信息_9.xls,城市供给,城市管理行政执法及审批部门,广东
14340,17335,建筑工程消防验收办理程序_0.xls,公共安全,消防机构,山东
14343,17338,建筑工程竣工验收备案_0.xls,建筑业,住房城乡建设部门,山东
14351,17347,建筑工程质量监督备案_0.xls,建筑业,住房城乡建设部门,山东
14354,17350,建筑工程质量终身责任制_0.xls,建筑业,住房城乡建设部门,山东
14356,17354,建筑市场监督检查信息_0.xls,行政,住房城乡建设部门,山东
14362,17363,建筑施工企业主要负责人、项目负责人、专职安全生产安全管理人员安全任职资格延续、变更审批(延续)_2020-01-15 04-00-00.csv,公共安全,住房城乡建设部门,黑龙江
14363,17364,建筑施工企业安全生产许可申报_0.xls,公共安全,住房城乡建设部门,山东
14364,17365,建筑施工企业安全生产许可证_1.csv,公共安全,住房城乡建设部门,浙江
14365,17366,建筑施工企业安全生产许可证_10.csv,公共安全,住房城乡建设部门,浙江
14366,17367,建筑施工企业安全生产许可证_11.csv,公共安全,住房城乡建设部门,浙江
14367,17368,建筑施工企业安全生产许可证_12.csv,公共安全,住房城乡建设部门,浙江
14368,17369,建筑施工企业安全生产许可证_13.csv,公共安全,住房城乡建设部门,浙江
14369,17370,建筑施工企业安全生产许可证_14.csv,公共安全,住房城乡建设部门,浙江
14370,17371,建筑施工企业安全生产许可证_15.csv,公共安全,住房城乡建设部门,浙江
14371,17372,建筑施工企业安全生产许可证_16.csv,公共安全,住房城乡建设部门,浙江
14372,17373,建筑施工企业安全生产许可证_17.csv,公共安全,住房城乡建设部门,浙江
14373,17374,建筑施工企业安全生产许可证_18.csv,公共安全,住房城乡建设部门,浙江
14374,17375,建筑施工企业安全生产许可证_19.csv,公共安全,住房城乡建设部门,浙江
14375,17376,建筑施工企业安全生产许可证_2.csv,公共安全,住房城乡建设部门,浙江
14376,17377,建筑施工企业安全生产许可证_20.csv,公共安全,住房城乡建设部门,浙江
14377,17378,建筑施工企业安全生产许可证_21.csv,公共安全,住房城乡建设部门,浙江
14378,17379,建筑施工企业安全生产许可证_22.csv,公共安全,住房城乡建设部门,浙江
14379,17380,建筑施工企业安全生产许可证_23.csv,公共安全,住房城乡建设部门,浙江
14380,17381,建筑施工企业安全生产许可证_24.csv,公共安全,住房城乡建设部门,浙江
14381,17382,建筑施工企业安全生产许可证_25.csv,公共安全,住房城乡建设部门,浙江
14382,17383,建筑施工企业安全生产许可证_26.csv,公共安全,住房城乡建设部门,浙江
14383,17384,建筑施工企业安全生产许可证_27.csv,公共安全,住房城乡建设部门,浙江
14384,17385,建筑施工企业安全生产许可证_28.csv,公共安全,住房城乡建设部门,浙江
14385,17386,建筑施工企业安全生产许可证_29.csv,公共安全,住房城乡建设部门,浙江
14386,17387,建筑施工企业安全生产许可证_3.csv,公共安全,住房城乡建设部门,浙江
14387,17388,建筑施工企业安全生产许可证_30.csv,公共安全,住房城乡建设部门,浙江
14388,17389,建筑施工企业安全生产许可证_31.csv,公共安全,住房城乡建设部门,浙江
14389,17390,建筑施工企业安全生产许可证_32.csv,公共安全,住房城乡建设部门,浙江
14390,17391,建筑施工企业安全生产许可证_33.csv,公共安全,住房城乡建设部门,浙江
14391,17392,建筑施工企业安全生产许可证_34.csv,公共安全,住房城乡建设部门,浙江
14392,17393,建筑施工企业安全生产许可证_35.csv,公共安全,住房城乡建设部门,浙江
14393,17394,建筑施工企业安全生产许可证_36.csv,公共安全,住房城乡建设部门,浙江
14394,17395,建筑施工企业安全生产许可证_37.csv,公共安全,住房城乡建设部门,浙江
14395,17396,建筑施工企业安全生产许可证_4.csv,公共安全,住房城乡建设部门,浙江
14396,17397,建筑施工企业安全生产许可证_5.csv,公共安全,住房城乡建设部门,浙江
14397,17398,建筑施工企业安全生产许可证_6.csv,公共安全,住房城乡建设部门,浙江
14398,17399,建筑施工企业安全生产许可证_7.csv,公共安全,住房城乡建设部门,浙江
14399,17400,建筑施工企业安全生产许可证_8.csv,公共安全,住房城乡建设部门,浙江
14400,17401,建筑施工企业安全生产许可证_9.csv,公共安全,住房城乡建设部门,浙江
14401,17404,建筑施工企业安全生产许可证核发.xls,公共安全,住房城乡建设部门,湖南
14404,17409,建筑施工合同登记备案_0.xls,建筑业,司法部门,山东
14409,17416,建筑施工起重机械产权备案_0.csv,建筑业,住房城乡建设部门,山东
14410,17417,建筑施工起重机械产权备案信息_0-6.csv,建筑业,住房城乡建设部门,山东
14411,17418,建筑施工起重机械产权备案信息_0.csv,建筑业,住房城乡建设部门,山东
14412,17419,建筑消防设施检测.xls,公共安全,住房城乡建设部门,湖南
14430,17437,建筑行业奖励记录企业_1581513725558.xls,建筑业,住房城乡建设部门,广东
14432,17439,建筑行业惩罚记录企业_1590662272527.xls,建筑业,住房城乡建设部门,广东
14433,17440,建筑行业惩罚记录企业_1590662272685.xls,建筑业,住房城乡建设部门,广东
14441,17449,建筑起重机械产权备案_302005000000003535.csv,建筑业,住房城乡建设部门,福建
14450,17464,建设工程修建性详细规划审查_156888130837991.xls,建筑业,住房城乡建设部门,广东
14453,17467,建设工程安全施工措施备案_0.xls,公共安全,住房城乡建设部门,山东
14454,17468,建设工程安全生产情况的监督检查.xls,公共安全,住房城乡建设部门,湖南
14456,17470,建设工程对水文监测影响程度的分析评价报告编制.xls,水利工程,水利、水务部门,湖南
14466,17480,建设工程招标代理机构信用评价结果发布.xls,建筑业,住房城乡建设部门,湖南
14473,17487,建设工程文物保护和考古许可.xls,文化,文体活动机构,湖南
14475,17489,建设工程施工图设计文件审查质量情况的检查.xls,建筑业,住房城乡建设部门,湖南
14476,17490,建设工程施工许可房建_302005000000003516.csv,建筑业,住房城乡建设部门,福建
14484,17499,建设工程消防设计备案基础信息_0.xls,公共安全,消防机构,山东
14485,17500,建设工程消防设计备案（一窗受理）_0.xls,公共安全,消防机构,山东
14487,17502,建设工程消防设计审核备案_0.xls,公共安全,公安部门,山东
14488,17503,建设工程消防设计审核意见书信息_0.xls,公共安全,消防机构,山东
14489,17504,建设工程消防验收.xls,公共安全,住房城乡建设部门,湖南
14490,17505,建设工程消防验收信息_0.xls,公共安全,消防机构,山东
14491,17506,建设工程消防验收公告.xls,公共安全,消防机构,广东
14492,17507,建设工程消防验收公告_1.xls,公共安全,消防机构,广东
14493,17508,建设工程消防验收公告_10.xls,公共安全,消防机构,广东
14494,17509,建设工程消防验收公告_11.xls,公共安全,消防机构,广东
14495,17510,建设工程消防验收公告_12.xls,公共安全,消防机构,广东
14496,17511,建设工程消防验收公告_13.xls,公共安全,消防机构,广东
14497,17512,建设工程消防验收公告_14.xls,公共安全,消防机构,广东
14498,17513,建设工程消防验收公告_15.xls,公共安全,消防机构,广东
14499,17514,建设工程消防验收公告_16.xls,公共安全,消防机构,广东
14500,17515,建设工程消防验收公告_17.xls,公共安全,消防机构,广东
14501,17516,建设工程消防验收公告_18.xls,公共安全,消防机构,广东
14502,17517,建设工程消防验收公告_19.xls,公共安全,消防机构,广东
14503,17518,建设工程消防验收公告_2.xls,公共安全,消防机构,广东
14504,17519,建设工程消防验收公告_20.xls,公共安全,消防机构,广东
14505,17520,建设工程消防验收公告_21.xls,公共安全,消防机构,广东
14506,17521,建设工程消防验收公告_22.xls,公共安全,消防机构,广东
14507,17522,建设工程消防验收公告_23.xls,公共安全,消防机构,广东
14508,17523,建设工程消防验收公告_24.xls,公共安全,消防机构,广东
14509,17524,建设工程消防验收公告_25.xls,公共安全,消防机构,广东
14510,17525,建设工程消防验收公告_26.xls,公共安全,消防机构,广东
14511,17526,建设工程消防验收公告_3.xls,公共安全,消防机构,广东
14512,17527,建设工程消防验收公告_4.xls,公共安全,消防机构,广东
14513,17528,建设工程消防验收公告_5.xls,公共安全,消防机构,广东
14514,17529,建设工程消防验收公告_6.xls,公共安全,消防机构,广东
14515,17530,建设工程消防验收公告_7.xls,公共安全,消防机构,广东
14516,17531,建设工程消防验收公告_8.xls,公共安全,消防机构,广东
14517,17532,建设工程消防验收公告_9.xls,公共安全,消防机构,广东
14518,17533,建设工程消防验收备案_0.xls,公共安全,消防机构,山东
14519,17534,建设工程消防验收备案基础信息_0.csv,公共安全,消防机构,山东
14520,17535,建设工程消防验收意见书信息_0.xls,公共安全,消防机构,山东
14521,17536,建设工程监理企业资质证书_0.xls,建筑业,住房城乡建设部门,山东
14522,17537,建设工程监理合同备案_0.xls,建筑业,住房城乡建设部门,山东
14525,17540,建设工程竣工规划核实_0.xls,建筑业,住房城乡建设部门,山东
14529,17544,建设工程竣工规划验收_0.xls,建筑业,生态环境及自然资源部门,山东
14532,17547,建设工程竣工规划验收（一窗受理）_0.xls,建筑业,住房城乡建设部门,山东
14534,17549,建设工程竣工验收合格证核发_0.xls,建筑业,住房城乡建设部门,山东
14538,17553,建设工程规划条件核实合格证.xls,建筑业,生态环境及自然资源部门,广东
14539,17554,建设工程规划条件核实合格证_1.xls,建筑业,生态环境及自然资源部门,广东
14540,17555,建设工程规划条件核实合格证_10.xls,建筑业,生态环境及自然资源部门,广东
14541,17556,建设工程规划条件核实合格证_100.xls,建筑业,生态环境及自然资源部门,广东
14542,17557,建设工程规划条件核实合格证_101.xls,建筑业,生态环境及自然资源部门,广东
14543,17558,建设工程规划条件核实合格证_102.xls,建筑业,生态环境及自然资源部门,广东
14544,17559,建设工程规划条件核实合格证_103.xls,建筑业,生态环境及自然资源部门,广东
14545,17560,建设工程规划条件核实合格证_104.xls,建筑业,生态环境及自然资源部门,广东
14546,17561,建设工程规划条件核实合格证_105.xls,建筑业,生态环境及自然资源部门,广东
