filename,topic,department,province,y1,y2,y3
建设工程规划许可证20190613.xls,建筑业,生态环境及自然资源部门,江苏,1,75,115
沂南县网络经营主体信息_0.xls,企业信息,城市管理行政执法及审批部门,山东,4,81,117
5-6_涉企信息_建筑工程施工许可信息_80.xls,建筑业,住房城乡建设部门,广东,1,74,120
龙湾区图书馆图书信息_74.csv,出版物及相关单位,文体活动机构,浙江,27,94,128
贵阳市宽带网络校校通情况统计表_2019-02-21_15_49_37_8.xlsx,邮电通信,教育及体育部门,贵州,48,86,118
交通运输企业行政许可_94.xls,道路交通及管理,交通运输部门,广东,30,102,120
企业经营异常名录信息_16.csv,企业信息,市场监管部门,浙江,4,77,128
微山县环境保护局_建设项目环境保护设施竣工验收_(开放)_0.xls,自然保护,生态环境及自然资源部门,山东,2,75,117
菏泽市国资委文件管理_0.xls,行政,国资部门,山东,5,111,117
农业机械（拖拉机、联合收割机）驾驶证续展、补证、注销和审验_0.xls,农业资料,农业农村部门,山东,52,91,117
云岩区放射诊疗卫生行政许可信息_2018-02-07_11_50_57_1.csv,医疗卫生,医院及社区卫生服务机构,贵州,0,73,118
5-13_涉企信息_工程竣工验收备案信息_106.xls,建筑业,住房城乡建设部门,广东,1,74,120
推送市交易中心信息－人员锁定_20.xls,行政,水利、水务部门,广东,5,90,120
泰安市乡村建设规划许可证_0.xls,建筑业,住房城乡建设部门,山东,1,74,117
19-7 各市县工业固体废物产生及处理利用情况_222.xls,污染治理,生态环境及自然资源部门,宁夏,36,75,139
2254_155.xls,教育事业,教育机构,河北,8,85,124
5-18__涉企信息_企业不良行为信息_1014.xls,企业信息,住房城乡建设部门,广东,4,74,120
27-14_53.xls,农业资料,农业农村部门,贵州,52,91,118
建设工程消防验收公告_17.xls,公共安全,消防机构,广东,37,103,120
测绘成果质量监督抽查_302021000000001654.csv,建筑业,生态环境及自然资源部门,福建,1,75,129
（双公示）建设项目用地预审与选址意见书_57.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
烟台市省级中等职业学校现代学徒制试点项目名单_0.xls,教育事业,教育机构,山东,8,85,117
推送市交易中心信息－信用总分_188.xls,企业信息,水利、水务部门,广东,4,90,120
供水单位卫生许可证_32.xls,城市供给,卫生健康委员会,广东,16,79,120
5-15__涉企信息_企业良好行为信息_152.xls,企业信息,住房城乡建设部门,广东,4,74,120
企业经营异常名录信息_21.csv,企业信息,市场监管部门,浙江,4,77,128
内地营业性演出核准信息版权局_1596437403393.xls,文化,文化广播电视和旅游部门,广东,28,95,120
建设项目环境影响评价文件审批（新双公示）（涉企）_75.xls,自然保护,生态环境及自然资源部门,广东,2,75,120
B17_18_74.xls,科研机构企业及技术人员,统计部门,吉林,42,107,137
行政处罚决定（新双公示）_22.xls,行政,生态环境及自然资源部门,广东,5,75,120
ch23-04_115.xls,司法,公安部门,北京,32,108,131
推送市交易中心信息－信用总分_276.xls,企业信息,水利、水务部门,广东,4,90,120
工商行政许可公示信息_119.xls,行政,市场监管部门,广东,5,77,120
5-13_涉企信息_工程竣工验收备案信息_4.xls,建筑业,住房城乡建设部门,广东,1,74,120
1207_44.xls,农业生产,生态环境及自然资源部门,青海,40,75,145
潮州市城区户外广告规划许可批复_1568882483175991.xls,城市建设,住房城乡建设部门,广东,46,74,120
C20-02_114.xls,教育事业,教育及体育部门,北京,8,86,131
道路运输证_71.csv,道路交通及管理,交通运输部门,浙江,30,102,128
兖州区农业局_农药经营许可_(开放)_0.xls,农业资料,农业农村部门,山东,52,91,117
济南市文物保护工程勘察设计资质单位_0.csv,文化,文体活动机构,山东,28,94,117
市住房和城乡建设局2019年度一般公共预算机关运行经费支出预算表.csv,财政预算,住房城乡建设部门,江苏,11,74,115
投资项目备案信息_18.xls,财政收支,发展改革委员会,广东,18,109,120
设立互联网上网服务营业场所网吧审批许可信息版权局_1596187091172.xls,娱乐,文化广播电视和旅游部门,广东,26,95,120
印刷经营许可证信息_61.xls,出版物及相关单位,文化广播电视和旅游部门,广东,27,95,120
道路运输经营许可证_47.csv,道路交通及管理,交通运输部门,浙江,30,102,128
5-13_涉企信息_工程竣工验收备案信息_136.xls,建筑业,住房城乡建设部门,广东,1,74,120
诊疗共享平台-疾病人次统计信息_40.csv,医疗卫生,医院及社区卫生服务机构,浙江,0,73,128
5-6_涉企信息_建筑工程施工许可信息_148.xls,建筑业,住房城乡建设部门,广东,1,74,120
南明区县级领导干部接待群众来访工作安排表_2021-03-30_11_07_57_28.xls,行政,司法部门,贵州,5,76,118
内地营业性演出核准信息_22.xls,文化,文化广播电视和旅游部门,广东,28,95,120
互联网上网服务营业场所网络安全管理软件安装证公安局_1596624487847.xls,公共安全,公安部门,广东,37,108,120
5-15__涉企信息_企业良好行为信息_335.xls,企业信息,住房城乡建设部门,广东,4,74,120
交通运输企业行政许可_3.xls,道路交通及管理,交通运输部门,广东,30,102,120
残疾人康复服务定点机构_0.xls,社会救助及保障,社会福利机构,山东,23,92,117
（双公示）国土资源行政处罚信息_3.xls,行政,生态环境及自然资源部门,广东,5,75,120
行政处罚信息（市环保局）20190929.xls,行政,生态环境及自然资源部门,江苏,5,75,115
18-16 主要年份各市县医院数_222.xls,医疗卫生,医院及社区卫生服务机构,宁夏,0,73,139
5-13_涉企信息_工程竣工验收备案信息_73.xls,建筑业,住房城乡建设部门,广东,1,74,120
（市应急局）行政处罚_1576206745870.xls,行政,应急部门,广东,5,97,120
郯城县郯城县乡镇中心幼儿园情况统计_0.xls,教育事业,教育机构,山东,8,85,117
工商行政许可公示信息_144.xls,行政,市场监管部门,广东,5,77,120
推送市交易中心信息－限制投标企业_263.xls,企业信息,水利、水务部门,广东,4,90,120
建设项目噪声、固体废物污染防治设施验收（新双公示）（涉企）_63.xls,污染治理,生态环境及自然资源部门,广东,36,75,120
5-15__涉企信息_企业良好行为信息_157.xls,企业信息,住房城乡建设部门,广东,4,74,120
全市派出所基本信息_2020-05-28 04-00-00.csv,司法,公安部门,黑龙江,32,108,134
丽水市教育局民办学校信息.csv,教育事业,教育及体育部门,浙江,8,86,128
责令改正违法行为决定_29.xls,行政,生态环境及自然资源部门,广东,5,75,120
无锡市经开区宗教活动场所一览表_14916503499565248102.csv,宗教事务,民族宗教部门,江苏,13,87,115
推送市交易中心信息－专业分_255.xls,企业信息,水利、水务部门,广东,4,90,120
印刷经营许可证信息_57.xls,出版物及相关单位,文化广播电视和旅游部门,广东,27,95,120
23-13_102.xls,医疗卫生,医院及社区卫生服务机构,辽宁,0,73,132
11-11 按国别(地区)分的外商直接投资_131.xls,外资外贸,市场监管部门,香港,67,77,130
CH15-10_111.xls,外资外贸,商务部门,北京,67,105,131
建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_4.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
投资项目备案信息_1568881527228262.xls,财政收支,发展改革委员会,广东,18,109,120
燃气供应设施许可标识信息_9.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
ch20-12_115.xls,教育人员,教育及体育部门,北京,9,86,131
德州市跨省异地联网医院信息_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
市科技局政务服务事项网办清单_0.csv,行政,科技部门,山东,5,101,117
建设工程规划条件核实合格证_84.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
日照市莒县全县中小学学校（机构）信息_0.csv,教育事业,教育机构,山东,8,85,117
B10_1_78.xls,城市建设,住房城乡建设部门,吉林,46,74,137
工商行政许可公示信息_1.xls,行政,市场监管部门,广东,5,77,120
劳务派遣许可变更信息_52.xls,就业失业,人力资源社会保障部门,广东,25,93,120
修文县普通高中招生计划信息_2019-10-25_11_10_28_5.xlsx,教育事业,教育机构,贵州,8,85,118
云岩区卫计局权力清单和责任清单_2018-04-10_16_59_29_2.csv,行政,卫生健康委员会,贵州,5,79,118
建设项目环境影响报告书（表）的批复信息_1.xls,自然保护,生态环境及自然资源部门,山东,2,75,117
特种设备作业人员考核_419.xls,特种作业,市场监管部门,广东,63,77,120
菏泽市急救站名录_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
贵阳市民族宗教事务委员会部门预算及“三公”经费预算表_2019-12-31_15_37_36_4.xlsx,财政预算,民族宗教部门,贵州,11,87,118
燃气供应设施许可标识信息_40.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
市市场监管局行政确认事项实施清单_11738217170215096854.csv,行政,市场监管部门,江苏,5,77,115
17-28-0_191.xls,教育人员,教育及体育部门,黑龙江,9,86,134
5-18__涉企信息_企业不良行为信息_367.xls,企业信息,住房城乡建设部门,广东,4,74,120
ch21-27_110.xls,公共安全,公安部门,北京,37,108,131
清镇市乡镇社区纪委一览表_2020-12-15_09_24_28_2.xlsx,行政,监察部门,贵州,5,104,118
渔业船舶登记_110.xls,农业资料,水利、水务部门,广东,52,90,120
5-6_涉企信息_建筑工程施工许可信息_36.xls,建筑业,住房城乡建设部门,广东,1,74,120
危险化学品经营许可证审批-行政许可变更信息_39.xls,公共安全,应急部门,广东,37,97,120
推送市交易中心信息－专业分_265.xls,企业信息,水利、水务部门,广东,4,90,120
青岛市免费孕前优生健康检查指定机构信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
占用城市绿地审批信息_1595496112513.xls,园林绿地,城市管理行政执法及审批部门,广东,60,81,120
山东省省属高校孔子学院和孔子课堂信息_0.csv,教育事业,教育机构,山东,8,85,117
从事城市生活垃圾经营性清扫、收集、运输服务审批信息_24.xls,城乡环卫,城市管理行政执法及审批部门,广东,6,81,120
推送市交易中心信息－人员锁定_25.xls,行政,水利、水务部门,广东,5,90,120
12_210.2011年鉴-交通_210.xls,交通线路及运量,交通运输部门,海南,70,102,125
建设工程规划条件核实合格证_26.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
2265_154.xls,教育人员,教育机构,河北,9,85,124
危险化学品经营许可证延期_(开放)_0.xls,公共安全,市场监管部门,山东,37,77,117
推送市交易中心信息－专业分_302.xls,企业信息,水利、水务部门,广东,4,90,120
郯城县二院医疗服务价格_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
22074_0.xls,教育事业,教育机构,内蒙古,8,85,141
诊疗共享平台-住院费用明细信息_4.csv,医疗卫生,市场监管部门,浙江,0,77,128
金乡县规划局_建设工程规划许可证（建设工程类）_0.xls,建筑业,住房城乡建设部门,山东,1,74,117
22-86_6.xls,医疗卫生,医院及社区卫生服务机构,内蒙古,0,73,141
烟台市基本医疗保险协议管理定点医疗机构目录V2_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
市本级异地居住就医备案信息（6月）_0.xls,医疗卫生,医保部门,山东,0,98,117
区科技局主动公开的政务信息_0.xls,行政,科技部门,山东,5,101,117
从事出版物、包装装潢印刷品和其他印刷品印刷经营活动企业的设立、变更审批.xls,出版物及相关单位,城市管理行政执法及审批部门,湖南,27,81,122
证件变更信息_13.xls,行政,药监部门,广东,5,84,120
C22-16_114.xls,出版物及相关单位,文化广播电视和旅游部门,北京,27,95,131
建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_70.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
企业劳动保障守法诚信等级_10.csv,法律,人力资源社会保障部门,浙江,3,93,128
社会保障卡信息采集地址_2020-04-30 04-00-00.csv,保险福利,人力资源社会保障部门,黑龙江,15,93,134
贵阳市路灯井盖信息_2018-12-28_17_25_34_2.xlsx,城市建设,城市管理行政执法及审批部门,贵州,46,81,118
云岩区医疗卫生机构、床位、人员数_2020-11-06_14_11_51_4.xlsx,医疗卫生,医院及社区卫生服务机构,贵州,0,73,118
印刷经营许可证信息_67.xls,出版物及相关单位,文化广播电视和旅游部门,广东,27,95,120
18-22_20.xls,教育人员,教育机构,湖南,9,85,122
济南市农业局执法人员资格清单_0.xls,行政,农业农村部门,山东,5,91,117
推送市交易中心信息－信用总分_425.xls,企业信息,水利、水务部门,广东,4,90,120
特种设备作业人员考核_323.xls,特种作业,市场监管部门,广东,63,77,120
工程竣工验收备案信息_51.xls,建筑业,住房城乡建设部门,广东,1,74,120
营业性射击场信息_302000000000009531.csv,体育,文体活动机构,福建,10,94,129
建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_60.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
泰安市科技特派员科技项目信息_0.csv,科技活动项目,科技部门,山东,14,101,117
郓城县地方金融组织信息_0.xls,金融,财政部门,山东,50,82,117
市科技局信息公开目录_0.xls,行政,科技部门,山东,5,101,117
泰山区财政局专项转移支付分配预算表_0.xls,财政预算,财政部门,山东,11,82,117
特种设备作业人员考核_248.xls,特种作业,市场监管部门,广东,63,77,120
关于2020年省预算内基建投资“园区循环化改造”专项拟支持园区和项目的公示.xls,财政收支,发展改革委员会,湖南,18,109,122
建筑工地基础信息_7.csv,建筑业,住房城乡建设部门,浙江,1,74,128
牟平区发展和改革局县级行政权力事项中的“一次办好”事项清单_0.xls,行政,发展改革委员会,山东,5,109,117
房屋市政工程竣工验收备案（燃气类、供热类）信息_45.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
校外托管场所登记信息（小饭桌）_0.xls,教育事业,教育机构,山东,8,85,117
动物防疫条件合格证核发信息_68.xls,医疗卫生,农业农村部门,广东,0,91,120
建设用地规划许可证20181018.xls,建筑业,住房城乡建设部门,江苏,1,74,115
燃气经营许可证核发信息_1591341421050.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
邛崃市民政局-注销社会组织名单信息表.xlsx,社会组织,民政部门,四川,53,89,116
19-44_25.xls,交通线路及运量,交通运输部门,湖南,70,102,122
贵阳市各会计资格考试管理机构联系方式_2019-11-22_15_25_19_2.xls,金融,教育机构,贵州,50,85,118
危险化学品经营许可证信息_61.xls,公共安全,应急部门,广东,37,97,120
22-29_123.xls,教育人员,教育机构,河南,9,85,133
枣庄市市直属中小学校信息_0.csv,教育事业,教育机构,山东,8,85,117
特种设备作业人员考核_425.xls,特种作业,市场监管部门,广东,63,77,120
鱼台县环境保护局_建设项目环境影响登记表审批_(开放)_0.csv,自然保护,生态环境及自然资源部门,山东,2,75,117
出版物经营许可证信息_64.xls,出版物及相关单位,文化广播电视和旅游部门,广东,27,95,120
汶上县工商行政管理局_个人独资企业注销登记_0.csv,企业信息,市场监管部门,山东,4,77,117
企业不良行为信息_35.xls,企业信息,住房城乡建设部门,广东,4,74,120
推送市交易中心信息－限制投标企业_139.xls,企业信息,水利、水务部门,广东,4,90,120
菏泽市模拟电视频道表_0.xls,广电传媒,文化广播电视和旅游部门,山东,33,95,117
关于做好2020年公共实训基地建设专项中央预算内投资计划申报工作的通知.xls,财政收支,发展改革委员会,湖南,18,109,122
青岛市大中小学校、幼儿园学生助学金给付信息_0.csv,教育事业,教育机构,山东,8,85,117
济南市章丘区小学一年级招生录取名单_0.csv,教育事业,教育机构,山东,8,85,117
（双公示）建设项目用地预审与选址意见书_17.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
兖州区卫生和计划生育局_再生育审批_0.csv,医疗卫生,卫生健康委员会,山东,0,79,117
市气象局权力清单和责任清单_2021-10-18_15_47_09_5.xlsx,行政,气象部门,贵州,5,113,118
推送市交易中心信息－信用总分_114.xls,企业信息,水利、水务部门,广东,4,90,120
公办（集体办）幼儿园基本信息_17.xls,教育事业,教育及体育部门,广东,8,86,120
污染物排放总量审批（建设项目主要污染物排放总量指标确认-区级）_0.xls,污染治理,生态环境及自然资源部门,山东,36,75,117
22-6_251.xls,医疗卫生,医院及社区卫生服务机构,海南,0,73,125
民办教育培训机构名单信息_0.xls,教育事业,教育机构,山东,8,85,117
推送市交易中心信息－信用总分_371.xls,企业信息,水利、水务部门,广东,4,90,120
22-76_1.xls,教育事业,教育机构,内蒙古,8,85,141
市环保_行政处罚20180104.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
劳务派遣许可变更信息_134.xls,就业失业,人力资源社会保障部门,广东,25,93,120
企业劳动保障守法诚信等级_11.csv,法律,人力资源社会保障部门,浙江,3,93,128
道路运输证版式文件_124.csv,道路交通及管理,交通运输部门,浙江,30,102,128
推送市交易中心信息－限制投标企业_394.xls,企业信息,水利、水务部门,广东,4,90,120
工商行政许可公示信息_174.xls,行政,市场监管部门,广东,5,77,120
烟台市社区卫生服务中心名单_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
24-16_102.xls,保险福利,人力资源社会保障部门,辽宁,15,93,132
李沧区区级注册医疗机构信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
建设工程规划许可证20191219.xls,建筑业,生态环境及自然资源部门,江苏,1,75,115
贵阳市区（县）房管部门名录_2019-12-31_15_40_15_5.xlsx,行政,住房城乡建设部门,贵州,5,74,118
会计专业技术高级资格考试报名审核点目录_0.csv,金融,财政部门,山东,50,82,117
19-28_23.xls,水利工程,水利、水务部门,湖南,35,90,122
5-15__涉企信息_企业良好行为信息_211.xls,企业信息,住房城乡建设部门,广东,4,74,120
关于2019年大湘西地区文化生态旅游精品线路建设拟支持项目的公示.xls,旅游,发展改革委员会,湖南,29,109,122
推送市交易中心信息－限制投标企业_103.xls,企业信息,水利、水务部门,广东,4,90,120
5-6_涉企信息_建筑工程施工许可信息_10.xls,建筑业,住房城乡建设部门,广东,1,74,120
2016年莘县水务局行政许可审批名称及文号_0.csv,行政,水利、水务部门,山东,5,90,117
5-6_涉企信息_建筑工程施工许可信息.xls,建筑业,住房城乡建设部门,广东,1,74,120
22-21_105.xls,教育事业,教育机构,辽宁,8,85,132
22-81_3.xls,教育事业,教育机构,内蒙古,8,85,141
5-6_涉企信息_建筑工程施工许可信息_100.xls,建筑业,住房城乡建设部门,广东,1,74,120
律师事务所信息资源表_0.xls,法律,司法部门,山东,3,76,117
工商行政许可公示信息_314.xls,行政,市场监管部门,广东,5,77,120
占用、挖掘公路审批_29.xls,道路交通及管理,交通运输部门,广东,30,102,120
证券机构名录信息_2020-01-14 10-26-18.csv,金融,市场监管部门,黑龙江,50,77,134
推送市交易中心信息－限制投标企业_36.xls,企业信息,水利、水务部门,广东,4,90,120
建设工程规划条件核实合格证核发_1591602512276.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
建设项目噪声、固体废物污染防治设施验收（新双公示）（涉企）_38.xls,污染治理,生态环境及自然资源部门,广东,36,75,120
执业兽医师注册_56.xls,医疗卫生,农业农村部门,广东,0,91,120
从事城市生活垃圾经营性清扫、收集、运输服务审批信息_27.xls,城乡环卫,城市管理行政执法及审批部门,广东,6,81,120
非公募基金会成立、变更、注销登记信息_14.xls,社会组织,民政部门,广东,53,89,120
资质登记（变更）信息（环保局）0918.xls,企业信息,生态环境及自然资源部门,江苏,4,75,115
CH09-03_111.xls,城市供给,水利、水务部门,北京,16,90,131
劳务派遣许可变更信息_4.xls,就业失业,人力资源社会保障部门,广东,25,93,120
设立歌舞娱乐场所娱乐经营许可证信息_7.xls,娱乐,文化广播电视和旅游部门,广东,26,95,120
交通运输企业行政许可_6.xls,道路交通及管理,交通运输部门,广东,30,102,120
ch20-10_110.xls,体育,教育及体育部门,北京,10,86,131
潍坊市民办初中信息_1.csv,教育事业,教育机构,山东,8,85,117
市医保局其他行政权力事项实施清单_15679220371843996862.csv,行政,医保部门,江苏,5,98,115
放射诊疗许可_15.xls,医疗卫生,卫生健康委员会,广东,0,79,120
5-18__涉企信息_企业不良行为信息_493.xls,企业信息,住房城乡建设部门,广东,4,74,120
黄埔区中学一览表_2016年.csv,教育事业,教育机构,广东,8,85,120
工信学院54人领导带班下井人员安全生产知识和管理能力考核合格证办证人员公示名单.csv,公共安全,经济、工业信息化部门,河南,37,99,133
内地营业性演出核准信息版权局_1596437392777.xls,文化,文化广播电视和旅游部门,广东,28,95,120
内地营业性演出核准信息版权局_1596437407664.xls,文化,文化广播电视和旅游部门,广东,28,95,120
（双公示）国有建设用地招标、拍卖、挂牌出让供地审核_4.xls,城市建设,生态环境及自然资源部门,广东,46,75,120
19-17_231.xls,医疗卫生,医院及社区卫生服务机构,新疆,0,73,138
证件变更信息_16.xls,行政,市场监管部门,广东,5,77,120
22-22_253.xls,社会组织,基层管理机构,海南,53,83,125
企业经营异常名录信息_15.csv,企业信息,市场监管部门,浙江,4,77,128
18-20_232.xls,教育事业,教育机构,新疆,8,85,138
建设项目环境影响评价_0.xls,自然保护,生态环境及自然资源部门,山东,2,75,117
全市个体工商户信息 XLS.xls,非公经济,市场监管部门,贵州,49,77,118
市环保_行政许可20180222.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
建设项目选址意见书信息_31.xls,建筑业,住房城乡建设部门,广东,1,74,120
建设工程规划许可证20191107.xls,建筑业,生态环境及自然资源部门,江苏,1,75,115
25-31_57.xls,人口状况,公安部门,贵州,58,108,118
CH18-03_111.xls,教育事业,人力资源社会保障部门,北京,8,93,131
5-15__涉企信息_企业良好行为信息_163.xls,企业信息,住房城乡建设部门,广东,4,74,120
19-81_21.xls,医疗卫生,医院及社区卫生服务机构,湖南,0,73,122
危险化学品经营许可证审批-行政许可变更信息_76.xls,公共安全,应急部门,广东,37,97,120
渔业船舶登记_56.xls,农业资料,农业农村部门,广东,52,91,120
推送市交易中心信息－人员锁定_172.xls,行政,水利、水务部门,广东,5,90,120
动物诊疗许可证核发信息_93.xls,医疗卫生,农业农村部门,广东,0,91,120
非药品类易制毒化学品备案_110.xls,公共安全,应急部门,广东,37,97,120
冠县医院、卫生院各类卫生技术人员数_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
10_210.2011年鉴-工业_210.xls,工业,文化广播电视和旅游部门,海南,31,95,125
贵阳市职业培训机构信息_2019-03-08_16_27_48_5.xls,教育事业,教育机构,贵州,8,85,118
食品经营许可证信息_0.csv,批发零售住宿餐饮业,药监部门,山东,54,84,117
劳务派遣行政许可证发证登记信息_19.xls,就业失业,人力资源社会保障部门,广东,25,93,120
对违反互联网信息服务管理有关规定的行为实施处罚.xls,行政,经济、工业信息化部门,湖南,5,99,122
建设工程规划条件核实合格证_244.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
日照市农机产品质量投诉机构_0.xls,商品质量及交易监管,农业农村部门,山东,21,91,117
20-018_9.xls,综合,教育及体育部门,内蒙古,19,86,141
市环保_行政处罚20180614.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
渔业船舶登记_46.xls,农业资料,农业农村部门,广东,52,91,120
证件变更信息_261.xls,行政,市场监管部门,广东,5,77,120
危险化学品经营许可证审批-行政许可变更信息_38.xls,公共安全,应急部门,广东,37,97,120
5-15__涉企信息_企业良好行为信息_363.xls,企业信息,住房城乡建设部门,广东,4,74,120
1908_40.xls,医疗卫生,医院及社区卫生服务机构,青海,0,73,145
工商行政许可公示信息_158.xls,行政,市场监管部门,广东,5,77,120
贵阳市仲裁业务数据统计_2019-11-22_18_24_50_8.xlsx,法律,司法部门,贵州,3,76,118
推送市交易中心信息－限制投标企业_252.xls,企业信息,水利、水务部门,广东,4,90,120
渔业船舶登记_120.xls,农业资料,农业农村部门,广东,52,91,120
梁山县卫生和计划生育局_医师执业注册_0.csv,医疗卫生,卫生健康委员会,山东,0,79,117
22-3_250.xls,医疗卫生,医院及社区卫生服务机构,海南,0,73,125
非药品类易制毒化学品备案_63.xls,公共安全,应急部门,广东,37,97,120
建设工程规划条件核实合格证_164.xls,建筑业,生态环境及自然资源部门,广东,1,75,120
人民防空工程平战结合使用维护管理_0.xls,公共安全,人防部门,山东,37,100,117
长途客运站_2018-08-20_10_17_28_3.xls,道路交通及管理,交通运输部门,贵州,30,102,118
湛江市交警支队车管所机动车登记服务站信息_1568877166112110.xls,道路交通及管理,公安部门,广东,30,108,120
5-6_涉企信息_建筑工程施工许可信息_171.xls,建筑业,住房城乡建设部门,广东,1,74,120
青州市预防接种门诊_0.xls,医疗卫生,医院及社区卫生服务机构,山东,0,73,117
20-023_9.xls,综合,教育及体育部门,内蒙古,19,86,141
燃气经营许可证（变更）信息_19.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
20-20_23.xls,教育事业,教育机构,湖南,8,85,122
1221_30.xls,农业生产,林草部门,陕西,40,80,136
21-20_186.xls,医疗卫生,医院及社区卫生服务机构,四川,0,73,116
供水单位卫生许可证_8.xls,城市供给,卫生健康委员会,广东,16,79,120
强制性清洁生产审核企业信息_0.xls,自然保护,生态环境及自然资源部门,山东,2,75,117
市、区管理机构.csv,行政,基层管理机构,湖北,5,83,121
ch11-02_112.xls,农业生产,农业农村部门,北京,40,91,131
农海局发文信息材料_0.xls,行政,水利、水务部门,山东,5,90,117
5-18__涉企信息_企业不良行为信息_349.xls,企业信息,住房城乡建设部门,广东,4,74,120
17-36_260.xlsx,教育事业,教育机构,江西,8,85,140
济宁市国土资源局_测绘项目登记_0.csv,建筑业,生态环境及自然资源部门,山东,1,75,117
占用、挖掘公路审批_143.xls,道路交通及管理,交通运输部门,广东,30,102,120
道路运输证版式文件_55.csv,道路交通及管理,交通运输部门,浙江,30,102,128
责令改正违法行为决定_85.xls,行政,生态环境及自然资源部门,广东,5,75,120
危险化学品经营许可证审批-行政许可变更信息.xls,公共安全,应急部门,广东,37,97,120
1806-0_40.xls,金融,监察部门,青海,50,104,145
21-17_186.xls,医疗卫生,医院及社区卫生服务机构,四川,0,73,116
全市小学学校名单_0.csv,教育事业,教育机构,山东,8,85,117
16-10_122.xls,批发零售住宿餐饮业,文化广播电视和旅游部门,河南,54,95,133
内地营业性演出核准信息_4.xls,文化,文化广播电视和旅游部门,广东,28,95,120
5-6_涉企信息_建筑工程施工许可信息_130.xls,建筑业,住房城乡建设部门,广东,1,74,120
动物诊疗许可证核发信息_25.xls,医疗卫生,农业农村部门,广东,0,91,120
建筑工程施工许可证（燃气类、供热类）核发、变更、补发信息_5.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
市住房城乡建设局行政许可事项实施清单_12086171755286780092.csv,行政,住房城乡建设部门,江苏,5,74,115
1904_46.xls,教育事业,教育机构,青海,8,85,145
兖州区环境保护局_建设项目环境影响评价报告表审批_0.xls,自然保护,生态环境及自然资源部门,山东,2,75,117
行政处罚决定（新双公示）_29.xls,行政,生态环境及自然资源部门,广东,5,75,120
5-6_涉企信息_建筑工程施工许可信息_86.xls,建筑业,住房城乡建设部门,广东,1,74,120
2017年初中学校课程优质课信息_0.xls,教育事业,教育机构,河北,8,85,124
乐业县纳税信用A级名单_0.csv,财政税收,税务部门,广西,12,78,114
ch21-30_110.xls,道路交通及管理,交通运输部门,北京,30,102,131
观山湖区经济要情_2020-12-18_15_50_24_39.xlsx,地方经济,统计部门,贵州,66,107,118
济宁市兖州区教育体育局兖州区最美教师提名奖_0.csv,教育人员,教育及体育部门,山东,9,86,117
清镇市民族宗教事务委员会内设机构_2020-12-10_10_15_48_10.xls,宗教事务,民族宗教部门,贵州,13,87,118
执业兽医师注册_46.xls,医疗卫生,农业农村部门,广东,0,91,120
特种设备作业人员考核_224.xls,特种作业,市场监管部门,广东,63,77,120
工商行政许可公示信息_81.xls,行政,市场监管部门,广东,5,77,120
5-18__涉企信息_企业不良行为信息_475.xls,企业信息,住房城乡建设部门,广东,4,74,120
5-15__涉企信息_企业良好行为信息_167.xls,企业信息,住房城乡建设部门,广东,4,74,120
（双公示）国有建设用地招标、拍卖、挂牌出让供地审核_19.xls,城市建设,生态环境及自然资源部门,广东,46,75,120
21-56_22.xls,教育事业,教育机构,湖南,8,85,122
建筑工地基础信息_17.csv,建筑业,住房城乡建设部门,浙江,1,74,128
机关发文信息_0.xls,行政,林草部门,山东,5,80,117
行政处罚类事项清单信息_0.xls,行政,粮食和储备部门,山东,5,106,117
市环保_行政许可20171215.xls,自然保护,生态环境及自然资源部门,江苏,2,75,115
燃气供应设施许可标识信息_37.xls,城市供给,城市管理行政执法及审批部门,广东,16,81,120
